explanation_id,project_id,risk_score,top_delay_driver,driver_contribution_pct,recommended_action
EXP-029899,PRJ-03628,19.2,Legal dispute,9.2,Escalate legal review
EXP-029900,PRJ-03244,10.5,Pending approvals,5.0,Continue routine monitoring
EXP-029901,PRJ-02281,19.9,Pending approvals,9.0,Escalate pending approval
EXP-029902,PRJ-01110,8.8,Pending approvals,5.0,Continue routine monitoring
EXP-029903,PRJ-00312,18.3,Incomplete documentation,8.6,Complete document verification
EXP-029904,PRJ-01307,11.1,Notification pending,5.0,Continue routine monitoring
EXP-029905,PRJ-02985,44.4,Pending approvals,14.3,Complete document verification
EXP-029906,PRJ-04223,50.4,Compensation delay,26.4,Escalate legal review
EXP-029907,PRJ-02554,11.4,Pending approvals,5.0,Continue routine monitoring
EXP-029908,PRJ-01957,17.1,Notification pending,9.0,Continue routine monitoring
EXP-029909,PRJ-03149,8.9,Pending approvals,5.0,Continue routine monitoring
EXP-029910,PRJ-02749,12.0,Pending approvals,5.1,Continue routine monitoring
EXP-029911,PRJ-04151,32.7,Compensation delay,11.0,Prioritize compensation processing
EXP-029912,PRJ-03792,22.2,Incomplete documentation,8.3,Complete document verification
EXP-029913,PRJ-02512,14.4,Notification pending,7.1,Continue routine monitoring
EXP-029914,PRJ-00780,26.0,Compensation delay,6.8,Prioritize compensation processing
EXP-029915,PRJ-01104,13.8,Pending approvals,5.8,Escalate pending approval
EXP-029916,PRJ-00776,23.5,Incomplete documentation,12.3,Complete document verification
EXP-029917,PRJ-04566,10.7,Pending approvals,5.0,Continue routine monitoring
EXP-029918,PRJ-03726,15.5,Pending approvals,8.5,Continue routine monitoring
EXP-029919,PRJ-04258,47.4,Compensation delay,20.7,Prioritize compensation processing
EXP-029920,PRJ-01654,25.4,Pending approvals,9.5,Escalate pending approval
EXP-029921,PRJ-01208,42.5,Pending approvals,16.7,Prioritize compensation processing
EXP-029922,PRJ-01539,13.0,Stakeholder bottleneck,7.1,Continue routine monitoring
EXP-029923,PRJ-02255,7.5,Pending approvals,5.0,Continue routine monitoring
EXP-029924,PRJ-01058,13.0,Possession pending,6.2,Continue routine monitoring
EXP-029925,PRJ-01725,36.3,Legal dispute,13.2,Escalate legal review
EXP-029926,PRJ-03109,11.4,Pending approvals,5.3,Continue routine monitoring
EXP-029927,PRJ-02807,9.7,Pending approvals,5.0,Continue routine monitoring
EXP-029928,PRJ-04315,49.5,Pending approvals,27.2,Escalate legal review
EXP-029929,PRJ-00557,37.7,Incomplete documentation,13.5,Complete document verification
EXP-029930,PRJ-04305,8.8,Pending approvals,5.0,Continue routine monitoring
EXP-029931,PRJ-01035,39.5,Legal dispute,20.0,Escalate legal review
EXP-029932,PRJ-04799,16.9,Pending approvals,6.3,Escalate pending approval
EXP-029933,PRJ-03499,13.3,Pending approvals,5.9,Continue routine monitoring
EXP-029934,PRJ-04056,17.9,Compensation delay,6.6,Prioritize compensation processing
EXP-029935,PRJ-00796,9.4,Pending approvals,5.0,Continue routine monitoring
EXP-029936,PRJ-03470,10.0,Pending approvals,5.0,Continue routine monitoring
EXP-029937,PRJ-01338,27.8,Compensation delay,14.4,Prioritize compensation processing
EXP-029938,PRJ-01547,9.5,Pending approvals,5.0,Continue routine monitoring
EXP-029939,PRJ-03238,10.6,Stakeholder bottleneck,5.3,Continue routine monitoring
EXP-029940,PRJ-02016,14.5,Pending approvals,5.7,Continue routine monitoring
EXP-029941,PRJ-01212,22.2,Incomplete documentation,7.1,Complete document verification
EXP-029942,PRJ-04808,15.9,Pending approvals,8.1,Continue routine monitoring
EXP-029943,PRJ-04859,30.3,Incomplete documentation,9.7,Complete document verification
EXP-029944,PRJ-03411,7.9,Pending approvals,5.0,Continue routine monitoring
EXP-029945,PRJ-04102,23.9,Legal dispute,12.2,Escalate legal review
EXP-029946,PRJ-00320,17.5,Pending approvals,7.1,Continue routine monitoring
EXP-029947,PRJ-04130,25.8,Pending approvals,8.5,Escalate pending approval
EXP-029948,PRJ-02800,31.1,Pending approvals,16.9,Prioritize compensation processing
EXP-029949,PRJ-00270,11.4,Pending approvals,5.0,Continue routine monitoring
EXP-029950,PRJ-00696,47.2,Pending approvals,14.6,Escalate legal review
EXP-029951,PRJ-01500,24.1,Pending approvals,9.8,Escalate pending approval
EXP-029952,PRJ-03403,37.6,Compensation delay,13.1,Prioritize compensation processing
EXP-029953,PRJ-00991,11.0,Notification pending,5.4,Continue routine monitoring
EXP-029954,PRJ-03478,12.4,Pending approvals,5.6,Continue routine monitoring
EXP-029955,PRJ-00253,21.8,Pending approvals,5.9,Escalate pending approval
EXP-029956,PRJ-04199,17.9,Possession pending,5.6,Continue routine monitoring
EXP-029957,PRJ-03069,30.8,Legal dispute,12.8,Escalate legal review
EXP-029958,PRJ-01353,20.1,Compensation delay,9.6,Prioritize compensation processing
EXP-029959,PRJ-03316,9.0,Stakeholder bottleneck,5.0,Continue routine monitoring
EXP-029960,PRJ-03085,17.3,Stakeholder bottleneck,7.8,Continue routine monitoring
EXP-029961,PRJ-04212,22.6,Compensation delay,7.6,Prioritize compensation processing
EXP-029962,PRJ-03527,8.6,Pending approvals,5.0,Continue routine monitoring
EXP-029963,PRJ-00650,25.6,Incomplete documentation,10.5,Complete document verification
EXP-029964,PRJ-00089,11.5,Stakeholder bottleneck,5.0,Continue routine monitoring
EXP-029965,PRJ-00362,7.1,Pending approvals,5.0,Continue routine monitoring
EXP-029966,PRJ-02554,28.3,Legal dispute,13.8,Escalate legal review
EXP-029967,PRJ-02592,7.4,Pending approvals,5.0,Continue routine monitoring
EXP-029968,PRJ-01289,19.1,Stakeholder bottleneck,5.1,Continue routine monitoring
EXP-029969,PRJ-04998,8.2,Pending approvals,5.0,Continue routine monitoring
EXP-029970,PRJ-02076,18.5,Compensation delay,6.8,Prioritize compensation processing
EXP-029971,PRJ-01931,33.2,Legal dispute,15.4,Escalate legal review
EXP-029972,PRJ-02375,70.6,Compensation delay,32.3,Escalate legal review
EXP-029973,PRJ-01891,3.3,Pending approvals,5.0,Continue routine monitoring
EXP-029974,PRJ-00589,11.4,Pending approvals,5.9,Continue routine monitoring
EXP-029975,PRJ-04320,19.9,Rehabilitation delay,10.6,Accelerate rehabilitation workflow
EXP-029976,PRJ-00792,11.7,Stakeholder bottleneck,5.0,Continue routine monitoring
EXP-029977,PRJ-03072,27.0,Legal dispute,11.8,Escalate legal review
EXP-029978,PRJ-04882,9.5,Pending approvals,5.0,Continue routine monitoring
EXP-029979,PRJ-04753,32.5,Pending approvals,9.4,Prioritize compensation processing
EXP-029980,PRJ-00009,22.8,Incomplete documentation,6.0,Complete document verification
EXP-029981,PRJ-02080,33.7,Legal dispute,16.2,Escalate legal review
EXP-029982,PRJ-00233,26.8,Rehabilitation delay,7.1,Accelerate rehabilitation workflow
EXP-029983,PRJ-01330,28.6,Compensation delay,8.4,Prioritize compensation processing
EXP-029984,PRJ-00923,21.7,Incomplete documentation,7.9,Complete document verification
EXP-029985,PRJ-04317,7.1,Pending approvals,5.0,Continue routine monitoring
EXP-029986,PRJ-01727,24.7,Notification pending,6.6,Continue routine monitoring
EXP-029987,PRJ-02319,5.3,Pending approvals,5.0,Continue routine monitoring
EXP-029988,PRJ-02639,11.2,Pending approvals,5.2,Continue routine monitoring
EXP-029989,PRJ-01989,6.1,Pending approvals,5.0,Continue routine monitoring
EXP-029990,PRJ-04828,30.7,Compensation delay,14.4,Prioritize compensation processing
EXP-029991,PRJ-04925,9.4,Pending approvals,5.0,Continue routine monitoring
EXP-029992,PRJ-03023,23.0,Compensation delay,12.6,Prioritize compensation processing
EXP-029993,PRJ-01693,17.3,Rehabilitation delay,6.5,Accelerate rehabilitation workflow
EXP-029994,PRJ-01512,23.2,Incomplete documentation,8.4,Complete document verification
EXP-029995,PRJ-03450,21.7,Pending approvals,7.7,Escalate pending approval
EXP-029996,PRJ-04265,11.0,Rehabilitation delay,5.8,Accelerate rehabilitation workflow
EXP-029997,PRJ-04069,11.7,Pending approvals,5.0,Continue routine monitoring
EXP-029998,PRJ-04717,26.6,Legal dispute,11.1,Escalate legal review
EXP-029999,PRJ-02952,13.1,Stakeholder bottleneck,6.0,Continue routine monitoring
EXP-030000,PRJ-04256,22.2,Compensation delay,10.4,Prioritize compensation processing
EXP-030001,PRJ-04226,24.0,Compensation delay,9.4,Prioritize compensation processing
EXP-030002,PRJ-00184,46.5,Pending approvals,12.8,Escalate legal review
EXP-030003,PRJ-01716,17.8,Incomplete documentation,6.3,Complete document verification
EXP-030004,PRJ-04395,18.2,Stakeholder bottleneck,5.0,Continue routine monitoring
EXP-030005,PRJ-04920,13.8,Notification pending,5.8,Continue routine monitoring
EXP-030006,PRJ-02209,21.5,Incomplete documentation,9.4,Complete document verification
EXP-030007,PRJ-01847,14.4,Pending approvals,5.0,Continue routine monitoring
EXP-030008,PRJ-04709,21.9,Rehabilitation delay,7.5,Accelerate rehabilitation workflow
EXP-030009,PRJ-00670,4.9,Pending approvals,5.0,Continue routine monitoring
EXP-030010,PRJ-00082,69.0,Pending approvals,25.5,Escalate legal review
EXP-030011,PRJ-03745,41.9,Compensation delay,12.8,Prioritize compensation processing
EXP-030012,PRJ-01691,16.5,Possession pending,5.7,Continue routine monitoring
EXP-030013,PRJ-04338,12.8,Stakeholder bottleneck,5.0,Continue routine monitoring
EXP-030014,PRJ-00094,13.8,Pending approvals,5.1,Continue routine monitoring
EXP-030015,PRJ-03409,31.9,Compensation delay,15.8,Prioritize compensation processing
EXP-030016,PRJ-01710,11.2,Pending approvals,5.0,Continue routine monitoring
EXP-030017,PRJ-01457,21.6,Compensation delay,7.4,Prioritize compensation processing
EXP-030018,PRJ-01758,6.4,Pending approvals,5.0,Continue routine monitoring
EXP-030019,PRJ-04995,15.2,Pending approvals,7.9,Continue routine monitoring
EXP-030020,PRJ-00735,11.6,Pending approvals,5.0,Continue routine monitoring
EXP-030021,PRJ-00219,35.3,Legal dispute,15.8,Escalate legal review
EXP-030022,PRJ-02195,10.8,Pending approvals,5.5,Continue routine monitoring
EXP-030023,PRJ-00901,20.8,Legal dispute,6.7,Escalate legal review
EXP-030024,PRJ-00341,11.4,Notification pending,5.0,Continue routine monitoring
EXP-030025,PRJ-03999,15.1,Pending approvals,5.0,Continue routine monitoring
EXP-030026,PRJ-03575,10.3,Pending approvals,5.0,Continue routine monitoring
EXP-030027,PRJ-03002,21.7,Legal dispute,7.9,Escalate legal review
EXP-030028,PRJ-04980,20.2,Legal dispute,5.7,Escalate legal review
EXP-030029,PRJ-00323,19.6,Incomplete documentation,5.9,Complete document verification
EXP-030030,PRJ-00693,20.2,Incomplete documentation,8.0,Complete document verification
EXP-030031,PRJ-01379,38.1,Compensation delay,17.0,Prioritize compensation processing
EXP-030032,PRJ-03642,19.6,Legal dispute,9.5,Escalate legal review
EXP-030033,PRJ-02261,12.6,Possession pending,5.0,Continue routine monitoring
EXP-030034,PRJ-03564,11.7,Pending approvals,5.0,Continue routine monitoring
EXP-030035,PRJ-00564,20.7,Pending approvals,8.7,Escalate pending approval
EXP-030036,PRJ-04012,10.1,Pending approvals,5.0,Continue routine monitoring
EXP-030037,PRJ-01305,9.7,Pending approvals,5.0,Continue routine monitoring
EXP-030038,PRJ-04441,12.4,Possession pending,6.5,Continue routine monitoring
EXP-030039,PRJ-00411,31.2,Legal dispute,9.7,Escalate legal review
EXP-030040,PRJ-01590,8.3,Pending approvals,5.0,Continue routine monitoring
EXP-030041,PRJ-01439,9.8,Pending approvals,5.0,Continue routine monitoring
EXP-030042,PRJ-00011,20.8,Legal dispute,7.4,Escalate legal review
EXP-030043,PRJ-03879,11.6,Pending approvals,5.0,Continue routine monitoring
EXP-030044,PRJ-02283,14.2,Pending approvals,6.6,Continue routine monitoring
EXP-030045,PRJ-04282,17.7,Notification pending,8.9,Continue routine monitoring
EXP-030046,PRJ-02231,14.7,Pending approvals,6.3,Continue routine monitoring
EXP-030047,PRJ-00110,9.2,Pending approvals,5.0,Continue routine monitoring
EXP-030048,PRJ-00378,28.9,Pending approvals,14.9,Escalate pending approval
EXP-030049,PRJ-04693,21.2,Stakeholder bottleneck,7.2,Continue routine monitoring
EXP-030050,PRJ-02973,13.6,Pending approvals,5.1,Continue routine monitoring
EXP-030051,PRJ-03565,6.4,Pending approvals,5.0,Continue routine monitoring
EXP-030052,PRJ-04172,6.7,Pending approvals,5.0,Continue routine monitoring
EXP-030053,PRJ-02349,9.5,Pending approvals,5.0,Continue routine monitoring
EXP-030054,PRJ-03655,9.8,Pending approvals,5.0,Continue routine monitoring
EXP-030055,PRJ-04978,22.7,Incomplete documentation,11.5,Complete document verification
EXP-030056,PRJ-01605,20.6,Legal dispute,8.5,Escalate legal review
EXP-030057,PRJ-01451,13.9,Stakeholder bottleneck,5.5,Continue routine monitoring
EXP-030058,PRJ-04608,8.1,Pending approvals,5.0,Continue routine monitoring
EXP-030059,PRJ-04617,28.0,Pending approvals,9.4,Prioritize compensation processing
EXP-030060,PRJ-03271,14.5,Notification pending,5.2,Continue routine monitoring
EXP-030061,PRJ-01960,32.9,Compensation delay,11.4,Prioritize compensation processing
EXP-030062,PRJ-00867,32.6,Pending approvals,10.1,Prioritize compensation processing
EXP-030063,PRJ-04746,5.3,Pending approvals,5.0,Continue routine monitoring
EXP-030064,PRJ-03357,9.8,Pending approvals,5.0,Continue routine monitoring
EXP-030065,PRJ-00874,28.4,Legal dispute,13.3,Escalate legal review
EXP-030066,PRJ-01987,19.8,Legal dispute,6.9,Escalate legal review
EXP-030067,PRJ-02997,33.8,Legal dispute,12.6,Escalate legal review
EXP-030068,PRJ-04478,16.3,Stakeholder bottleneck,5.0,Continue routine monitoring
EXP-030069,PRJ-01347,43.7,Pending approvals,23.1,Escalate legal review
EXP-030070,PRJ-02646,7.5,Pending approvals,5.0,Continue routine monitoring
EXP-030071,PRJ-01861,10.0,Pending approvals,5.0,Continue routine monitoring
EXP-030072,PRJ-00140,11.2,Stakeholder bottleneck,5.0,Continue routine monitoring
EXP-030073,PRJ-04830,44.6,Compensation delay,20.9,Prioritize compensation processing
EXP-030074,PRJ-02141,25.7,Incomplete documentation,11.1,Complete document verification
EXP-030075,PRJ-03084,17.4,Pending approvals,8.3,Escalate pending approval
EXP-030076,PRJ-01263,10.0,Stakeholder bottleneck,5.3,Continue routine monitoring
EXP-030077,PRJ-01531,11.5,Pending approvals,6.2,Continue routine monitoring
EXP-030078,PRJ-00505,42.1,Pending approvals,10.8,Escalate legal review
EXP-030079,PRJ-02413,35.7,Pending approvals,18.7,Complete document verification
EXP-030080,PRJ-03522,32.5,Pending approvals,17.3,Escalate pending approval
EXP-030081,PRJ-02449,8.9,Pending approvals,5.0,Continue routine monitoring
EXP-030082,PRJ-03622,14.2,Pending approvals,6.5,Escalate pending approval
EXP-030083,PRJ-00989,17.9,Incomplete documentation,9.1,Complete document verification
EXP-030084,PRJ-01254,37.6,Compensation delay,11.2,Prioritize compensation processing
EXP-030085,PRJ-01340,20.6,Rehabilitation delay,8.8,Accelerate rehabilitation workflow
EXP-030086,PRJ-04810,9.5,Pending approvals,5.0,Continue routine monitoring
EXP-030087,PRJ-02992,15.2,Rehabilitation delay,7.8,Accelerate rehabilitation workflow
EXP-030088,PRJ-03411,28.6,Pending approvals,11.3,Escalate pending approval
EXP-030089,PRJ-00176,26.0,Pending approvals,7.8,Escalate pending approval
EXP-030090,PRJ-01712,15.6,Stakeholder bottleneck,5.7,Continue routine monitoring
EXP-030091,PRJ-02748,9.9,Pending approvals,5.0,Continue routine monitoring
EXP-030092,PRJ-04074,8.2,Pending approvals,5.0,Continue routine monitoring
EXP-030093,PRJ-00039,14.0,Pending approvals,6.9,Continue routine monitoring
EXP-030094,PRJ-00557,15.7,Pending approvals,6.0,Escalate pending approval
EXP-030095,PRJ-00138,9.8,Pending approvals,5.0,Continue routine monitoring
EXP-030096,PRJ-04720,46.9,Compensation delay,14.3,Prioritize compensation processing
EXP-030097,PRJ-01808,15.2,Stakeholder bottleneck,5.1,Continue routine monitoring
EXP-030098,PRJ-02675,21.6,Rehabilitation delay,6.8,Accelerate rehabilitation workflow
EXP-030099,PRJ-02886,12.4,Stakeholder bottleneck,6.6,Continue routine monitoring
EXP-030100,PRJ-04113,12.4,Pending approvals,6.5,Continue routine monitoring
EXP-030101,PRJ-00993,29.8,Pending approvals,12.4,Complete document verification
EXP-030102,PRJ-00666,11.7,Stakeholder bottleneck,5.0,Continue routine monitoring
EXP-030103,PRJ-01729,8.6,Pending approvals,5.0,Continue routine monitoring
EXP-030104,PRJ-02043,33.7,Pending approvals,9.9,Complete document verification
EXP-030105,PRJ-02627,33.6,Incomplete documentation,9.1,Complete document verification
EXP-030106,PRJ-02315,13.4,Stakeholder bottleneck,5.0,Continue routine monitoring
EXP-030107,PRJ-04856,13.2,Stakeholder bottleneck,7.0,Continue routine monitoring
EXP-030108,PRJ-01551,36.6,Pending approvals,18.1,Complete document verification
EXP-030109,PRJ-04964,10.2,Pending approvals,5.0,Continue routine monitoring
EXP-030110,PRJ-04810,6.8,Pending approvals,5.0,Continue routine monitoring
EXP-030111,PRJ-02992,17.7,Rehabilitation delay,5.0,Accelerate rehabilitation workflow
EXP-030112,PRJ-03986,15.5,Stakeholder bottleneck,6.0,Continue routine monitoring
EXP-030113,PRJ-04915,10.6,Pending approvals,5.0,Continue routine monitoring
EXP-030114,PRJ-04723,10.7,Pending approvals,5.0,Continue routine monitoring
EXP-030115,PRJ-00110,23.9,Compensation delay,6.2,Prioritize compensation processing
EXP-030116,PRJ-00468,15.3,Pending approvals,5.0,Escalate pending approval
EXP-030117,PRJ-04467,10.2,Pending approvals,5.0,Continue routine monitoring
EXP-030118,PRJ-03217,11.4,Stakeholder bottleneck,5.4,Continue routine monitoring
EXP-030119,PRJ-01277,11.1,Pending approvals,5.0,Continue routine monitoring
EXP-030120,PRJ-01827,28.4,Compensation delay,10.0,Prioritize compensation processing
EXP-030121,PRJ-00363,24.2,Incomplete documentation,7.5,Complete document verification
EXP-030122,PRJ-04520,18.5,Pending approvals,6.0,Escalate pending approval
EXP-030123,PRJ-04212,36.8,Compensation delay,11.7,Prioritize compensation processing
EXP-030124,PRJ-04347,30.4,Compensation delay,15.3,Prioritize compensation processing
EXP-030125,PRJ-00366,15.7,Pending approvals,5.0,Escalate pending approval
EXP-030126,PRJ-00784,30.1,Compensation delay,7.8,Prioritize compensation processing
EXP-030127,PRJ-02143,17.0,Stakeholder bottleneck,6.5,Continue routine monitoring
EXP-030128,PRJ-04346,13.3,Stakeholder bottleneck,5.0,Continue routine monitoring
EXP-030129,PRJ-00570,13.4,Pending approvals,7.3,Escalate pending approval
EXP-030130,PRJ-02233,55.8,Compensation delay,15.0,Prioritize compensation processing
EXP-030131,PRJ-03996,16.5,Rehabilitation delay,8.8,Accelerate rehabilitation workflow
EXP-030132,PRJ-01839,12.3,Pending approvals,5.0,Continue routine monitoring
